Field.Season,TimeBlock,Site,Quadrat,HD_Cat,HD_Cont,NPP,WE,Region,WaveEnergy,Taxonomic_Name,functional_group,life_history,prop_cover
KI2015b,Before,site27,Q22.2.2,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q24.5.2,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q24.5.2,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q24.5.2,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q24.5.2,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q24.6.1,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q24.6.1,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q24.6.1,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q24.6.1,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q24.6.2,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q24.6.2,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q24.6.2,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q24.6.2,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q25.8.2,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q25.8.2,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q25.8.2,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q25.8.2,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q26.4.2,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q26.4.2,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q26.4.2,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q26.4.2,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q28.2.2,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q28.2.2,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q28.2.2,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q28.2.2,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q4.3,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q4.3,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q4.3,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q4.3,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q4.8,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q4.8,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q4.8,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q4.8,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q5.2.2,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q5.2.2,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q5.2.2,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q5.2.2,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q6.7,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q6.7,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q6.7,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q6.7,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q7.3,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q7.3,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q7.3,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q7.3,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q7.9,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q7.9,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q7.9,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q7.9,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q8.8.2,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q8.8.2,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q8.8.2,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q8.8.2,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q8.9,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q8.9,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q8.9,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site27,Q8.9,Very High,7276,1111.995276,sheltered,North Lagoon,NA,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q11.6,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q11.6,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q11.6,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q11.6,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q13.1,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q13.1,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q13.1,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q13.1,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q14.4,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q14.4,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q14.4,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q14.4,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q15.7,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q15.7,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q15.7,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q15.7,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q17.6,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q17.6,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q17.6,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q17.6,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q19.1,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q19.1,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q19.1,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q19.1,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q2.2,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q2.2,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q2.2,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sarcophyton,Soft_coral,Soft_Coral,0.2
KI2015b,Before,site30,Q2.2,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q21.3,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q21.3,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q21.3,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q21.3,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q24.6,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q24.6,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q24.6,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q24.6,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q24.8,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q24.8,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q24.8,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q24.8,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q35.1,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q35.1,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q35.1,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q35.1,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q36.5,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q36.5,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q36.5,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q36.5,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q38.8,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q38.8,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q38.8,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q38.8,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q4.4,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q4.4,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q4.4,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q4.4,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q4.7,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q4.7,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q4.7,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q4.7,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q42.1,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q42.1,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q42.1,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q42.1,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q42.4,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q42.4,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q42.4,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q42.4,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q44.7,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q44.7,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q44.7,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q44.7,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q46.5,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q46.5,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q46.5,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q46.5,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q47.1,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q47.1,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q47.1,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q47.1,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q49.9,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q49.9,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q49.9,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q49.9,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q50.3,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q50.3,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q50.3,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q50.3,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q52.1,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q52.1,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q52.1,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q52.1,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q54.6,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q54.6,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q54.6,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q54.6,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q55.5,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q55.5,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q55.5,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q55.5,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q56.4,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q56.4,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q56.4,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q56.4,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q58.2,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q58.2,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q58.2,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q58.2,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q7.3,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q7.3,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q7.3,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sarcophyton,Soft_coral,Soft_Coral,0.84
KI2015b,Before,site30,Q7.3,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q7.8,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q7.8,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q7.8,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sarcophyton,Soft_coral,Soft_Coral,0.090909091
KI2015b,Before,site30,Q7.8,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q8.8,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q8.8,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site30,Q8.8,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sarcophyton,Soft_coral,Soft_Coral,0.6
KI2015b,Before,site30,Q8.8,Very High,5085.684783,1097.180082,sheltered,North Lagoon,24.95305044,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site32,Q11.6,Very High,4860.745702,1158.555862,sheltered,Mid Lagoon,NA,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site32,Q11.6,Very High,4860.745702,1158.555862,sheltered,Mid Lagoon,NA,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site32,Q11.6,Very High,4860.745702,1158.555862,sheltered,Mid Lagoon,NA,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site32,Q11.6,Very High,4860.745702,1158.555862,sheltered,Mid Lagoon,NA,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site32,Q13.1,Very High,4860.745702,1158.555862,sheltered,Mid Lagoon,NA,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site32,Q13.1,Very High,4860.745702,1158.555862,sheltered,Mid Lagoon,NA,Lobophytum,Soft_coral,Soft_Coral,0
KI2015b,Before,site32,Q13.1,Very High,4860.745702,1158.555862,sheltered,Mid Lagoon,NA,Sarcophyton,Soft_coral,Soft_Coral,0
KI2015b,Before,site32,Q13.1,Very High,4860.745702,1158.555862,sheltered,Mid Lagoon,NA,Sinularia,Soft_coral,Soft_Coral,0
KI2015b,Before,site32,Q14.5,Very High,4860.745702,1158.555862,sheltered,Mid Lagoon,NA,Cladiella,Soft_coral,Soft_Coral,0
KI2015b,Before,site32,Q14.5,Very High,4860.745702,1158.555862,sheltered,Mid Lagoon,NA,Lobophytum,Soft_coral,Soft_Coral,0
